,Magnitude,Place,Datetime,Depth
5642,2.9,"4 km W of Fuig, Puerto Rico",2021-06-03 12:18:39 (UTC),10.0 km
5643,3.6,"9km E of Alum Rock, CA",2021-06-03 12:15:32 (UTC),7.1 km
5644,3.5,"3 km WSW of Fuig, Puerto Rico",2021-06-03 12:12:36 (UTC),10.0 km
5645,4.6,Molucca Sea,2021-06-03 12:03:04 (UTC),42.7 km
5646,4.3,Molucca Sea,2021-06-03 11:51:35 (UTC),41.2 km
5647,3.3,"107 km SSE of Atka, Alaska",2021-06-03 11:34:38 (UTC),33.2 km
5648,4.6,"Maug Islands region, Northern Mariana Islands",2021-06-03 11:19:28 (UTC),171.1 km
5649,4.8,"120 km WSW of Ternate, Indonesia",2021-06-03 11:19:03 (UTC),47.6 km
5650,4.3,"21 km S of Colonia Juárez, Mexico",2021-06-03 11:16:07 (UTC),10.0 km
5651,4.5,"137 km WSW of Ternate, Indonesia",2021-06-03 11:14:15 (UTC),40.3 km
5652,4.5,"79 km S of Manokwari, Indonesia",2021-06-03 11:00:32 (UTC),45.5 km
5653,5.0,central Mid-Atlantic Ridge,2021-06-03 10:55:56 (UTC),10.0 km
5654,4.6,"139 km WSW of Ternate, Indonesia",2021-06-03 10:50:15 (UTC),32.9 km
5655,4.4,"129 km WSW of Ternate, Indonesia",2021-06-03 10:49:26 (UTC),31.5 km
5656,4.7,"135 km WSW of Ternate, Indonesia",2021-06-03 10:28:21 (UTC),41.2 km
5657,4.6,"147 km WSW of Ternate, Indonesia",2021-06-03 10:24:54 (UTC),44.8 km
5658,5.1,"132 km WSW of Ternate, Indonesia",2021-06-03 10:23:30 (UTC),35.0 km
5659,4.9,"135 km WSW of Ternate, Indonesia",2021-06-03 10:21:59 (UTC),35.0 km
5660,4.8,"118 km WSW of Ternate, Indonesia",2021-06-03 10:21:40 (UTC),51.4 km
5661,4.9,"152 km WSW of Ternate, Indonesia",2021-06-03 10:17:14 (UTC),35.0 km
5662,6.1,"132 km WSW of Ternate, Indonesia",2021-06-03 10:09:58 (UTC),26.0 km
5663,4.4,"19 km NNE of Santa Monica, Philippines",2021-06-03 10:06:01 (UTC),40.5 km
5664,4.5,"12 km NNW of Santa Monica, Philippines",2021-06-03 09:57:27 (UTC),80.6 km
5665,4.1,"7 km N of Aguas Blancas, Mexico",2021-06-03 09:53:15 (UTC),35.0 km
5666,2.5,"72 km WNW of Happy Valley, Alaska",2021-06-03 09:32:24 (UTC),119.8 km
5667,3.0,"24 km SW of Coyanosa, Texas",2021-06-03 09:14:36 (UTC),4.5 km
5668,4.4,"229 km S of ‘Ohonua, Tonga",2021-06-03 08:22:31 (UTC),10.0 km
5669,4.4,Norwegian Sea,2021-06-03 06:50:05 (UTC),10.0 km
5670,4.4,Kuril Islands,2021-06-03 06:41:32 (UTC),35.0 km
5671,2.8,"6 km NE of P?hala, Hawaii",2021-06-03 06:09:54 (UTC),32.1 km
5672,4.3,Kermadec Islands region,2021-06-03 05:58:02 (UTC),10.0 km
5700,5.4,"Southern Qinghai, China",2021-06-03 05:55:18 (UTC),10.0 km
5701,3.2,"155 km SSE of Sand Point, Alaska",2021-06-03 05:16:10 (UTC),10.0 km
5702,4.2,"5 km WSW of Wawa, Philippines",2021-06-03 05:14:46 (UTC),47.4 km
5703,2.9,"165 km W of Port Orford, Oregon",2021-06-03 05:12:52 (UTC),10.0 km
5704,2.9,"47 km SE of Naalehu, Hawaii",2021-06-03 05:04:06 (UTC),8.2 km
5705,4.4,"258 km SE of Pondaguitan, Philippines",2021-06-03 04:56:39 (UTC),74.8 km
5706,4.0,"42 km ESE of Naalehu, Hawaii",2021-06-03 04:44:32 (UTC),10.8 km
5707,4.2,"71 km N of Bima, Indonesia",2021-06-03 04:36:05 (UTC),211.2 km
5708,3.6,"3km NE of Pinnacles, CA",2021-06-03 04:34:42 (UTC),9.1 km
5709,4.5,"128 km E of Petropavlovsk-Kamchatsky, Russia",2021-06-03 04:31:02 (UTC),35.0 km
5710,4.8,"128 km NNW of Tobelo, Indonesia",2021-06-03 04:20:26 (UTC),49.2 km
5711,4.8,south of Tonga,2021-06-03 03:54:05 (UTC),10.0 km
5712,2.6,"30 km NE of Peach Springs, Arizona",2021-06-03 02:52:37 (UTC),9.7 km
5713,4.5,"4 km ENE of Fochville, South Africa",2021-06-03 02:52:09 (UTC),5.0 km
5714,4.9,"85 km SE of Sarangani, Philippines",2021-06-03 02:31:34 (UTC),76.9 km
5715,2.8,"5 km SSW of Volcano, Hawaii",2021-06-03 02:14:57 (UTC),1.4 km
5716,4.3,"89 km SW of Jiquilillo, Nicaragua",2021-06-03 01:36:01 (UTC),35.0 km
5717,4.3,"56 km E of Shikotan, Russia",2021-06-03 01:03:19 (UTC),40.0 km
5718,4.4,"17 km SSW of Taupo, New Zealand",2021-06-03 00:23:40 (UTC),10.1 km
5719,2.9,"2 km SE of El Indio, Texas",2021-06-03 00:21:12 (UTC),1.0 km
5720,3.2,"87 km NE of Punta Cana, Dominican Republic",2021-06-03 00:20:44 (UTC),4.0 km
5721,2.6,"74 km N of Chickaloon, Alaska",2021-06-02 23:39:01 (UTC),22.9 km
5722,2.6,"28 km S of Wales, Alaska",2021-06-02 23:14:53 (UTC),10.0 km
5723,4.4,"297 km E of Levuka, Fiji",2021-06-02 22:44:51 (UTC),571.1 km
5724,3.2,"5 km WSW of La Parguera, Puerto Rico",2021-06-02 22:24:55 (UTC),10.0 km
5725,3.0,"77 km N of Chickaloon, Alaska",2021-06-02 22:23:18 (UTC),20.5 km
5726,4.2,south of the Fiji Islands,2021-06-02 22:12:41 (UTC),528.9 km
5727,4.6,southeast of Easter Island,2021-06-02 20:58:26 (UTC),10.0 km
5728,4.2,"47 km SSE of Shahritus, Tajikistan",2021-06-02 20:47:45 (UTC),10.0 km
5729,4.9,"229 km E of Levuka, Fiji",2021-06-02 20:36:23 (UTC),593.6 km
5730,4.5,"60 km WNW of Gorontalo, Indonesia",2021-06-02 20:23:33 (UTC),79.6 km
5731,3.4,"49 km ESE of Teller, Alaska",2021-06-02 20:22:39 (UTC),12.0 km
5732,3.0,"229 km SE of Chiniak, Alaska",2021-06-02 19:47:59 (UTC),10.0 km
5733,4.6,"199 km SW of Port Blair, India",2021-06-02 19:45:34 (UTC),10.0 km
5734,2.5,"26 km WNW of Delta, Colorado",2021-06-02 19:42:30 (UTC),4.7 km
5735,4.3,west of Macquarie Island,2021-06-02 19:27:31 (UTC),10.0 km
5736,4.3,"13 km E of Yigo Village, Guam",2021-06-02 19:11:55 (UTC),122.2 km
5737,4.5,"51 km SSE of Amahai, Indonesia",2021-06-02 19:07:01 (UTC),121.9 km
5738,3.0,"45 km ESE of Naalehu, Hawaii",2021-06-02 18:34:56 (UTC),10.1 km
5739,4.4,"193 km SE of Pondaguitan, Philippines",2021-06-02 18:13:26 (UTC),130.7 km
5740,4.1,"36 km SSE of Shahritus, Tajikistan",2021-06-02 17:56:57 (UTC),10.0 km
5741,2.8,"39km NNE of Toms Place, CA",2021-06-02 17:56:10 (UTC),7.1 km
5742,4.9,"126 km NNE of Hirara, Japan",2021-06-02 17:08:40 (UTC),90.3 km
5743,4.2,"57 km NW of Yonakuni, Japan",2021-06-02 16:29:01 (UTC),8.9 km
5744,4.3,"59 km NW of Yonakuni, Japan",2021-06-02 16:15:54 (UTC),15.9 km
5745,4.5,"25 km SSE of Nishinoomote, Japan",2021-06-02 16:12:24 (UTC),39.9 km
5773,3.0,"51 km SE of Naalehu, Hawaii",2021-06-02 15:45:59 (UTC),32.8 km
5774,4.4,"Off the coast of Aisen, Chile",2021-06-02 14:47:03 (UTC),10.0 km
5775,4.3,"South of Lombok, Indonesia",2021-06-02 14:28:33 (UTC),10.0 km
5776,4.8,"125 km E of Hihifo, Tonga",2021-06-02 13:30:29 (UTC),10.0 km
5777,2.6,"24 km E of P?hala, Hawaii",2021-06-02 13:21:37 (UTC),46.4 km
5778,2.5,"19 km NNW of Indian Springs, Nevada",2021-06-02 12:47:51 (UTC),11.5 km
5779,4.4,"148 km W of Aykol, China",2021-06-02 12:44:04 (UTC),42.8 km
5780,2.6,"27 km SE of Haines Junction, Canada",2021-06-02 12:18:16 (UTC),2.7 km
5781,4.2,"27 km SW of Pita, Guinea",2021-06-02 11:37:10 (UTC),10.0 km
5782,3.0,"53 km SSW of Whites City, New Mexico",2021-06-02 11:04:31 (UTC),6.1 km
5783,4.3,"210 km SSW of Severo-Kuril’sk, Russia",2021-06-02 10:36:00 (UTC),46.2 km
5784,4.4,"38 km SSW of Shahritus, Tajikistan",2021-06-02 09:40:28 (UTC),10.0 km
5785,4.2,"44 km SSE of Ozernovskiy, Russia",2021-06-02 09:38:15 (UTC),94.7 km
5786,4.4,"45 km SSE of Shahritus, Tajikistan",2021-06-02 09:31:38 (UTC),10.0 km
5787,4.4,"92 km ENE of Hasaki, Japan",2021-06-02 09:14:57 (UTC),35.0 km
5788,4.2,"61 km NW of Yonakuni, Japan",2021-06-02 09:05:35 (UTC),10.0 km
5789,4.3,"44 km S of Hamamatsu, Japan",2021-06-02 09:02:42 (UTC),35.1 km
5790,4.5,"Pulau Pulau Tanimbar, Indonesia",2021-06-02 08:38:58 (UTC),35.3 km
5791,3.3,"131 km S of False Pass, Alaska",2021-06-02 07:15:19 (UTC),22.3 km
5792,4.2,"18 km W of And?r?n, Turkey",2021-06-02 06:14:29 (UTC),10.0 km
5793,4.5,"87 km SSW of Merizo Village, Guam",2021-06-02 05:52:50 (UTC),30.3 km
5794,3.1,"86 km ESE of Egegik, Alaska",2021-06-02 05:50:02 (UTC),3.1 km
5795,4.1,"156 km SW of Attu Station, Alaska",2021-06-02 05:12:01 (UTC),17.8 km
5796,2.6,"13 km NE of Stanley, Idaho",2021-06-02 04:58:41 (UTC),10.0 km
5797,4.3,Fiji region,2021-06-02 04:57:22 (UTC),572.5 km
5798,3.3,"4 km E of La Parguera, Puerto Rico",2021-06-02 04:35:50 (UTC),11.0 km
5799,2.5,"42 km ESE of Naalehu, Hawaii",2021-06-02 04:26:53 (UTC),9.9 km
5800,2.7,"36 km S of Silver Gate, Montana",2021-06-02 04:21:02 (UTC),15.0 km
5801,4.5,"Izu Islands, Japan region",2021-06-02 03:36:19 (UTC),10.0 km
5802,4.0,"83 km NNE of Calama, Chile",2021-06-02 02:55:47 (UTC),139.4 km
5803,4.1,southeast of the Loyalty Islands,2021-06-02 02:01:48 (UTC),10.0 km
5804,3.4,"6 km ESE of Prebbleton, New Zealand",2021-06-02 01:49:44 (UTC),25.3 km
5805,2.7,"2 km SE of P?hala, Hawaii",2021-06-02 01:43:15 (UTC),38.2 km
5806,4.2,"281 km N of Saskylakh, Russia",2021-06-02 01:33:13 (UTC),10.0 km
5807,4.3,"65 km ESE of Jiufen, Taiwan",2021-06-02 01:23:22 (UTC),10.0 km
5808,4.5,"Bonin Islands, Japan region",2021-06-02 01:21:02 (UTC),18.2 km
5809,4.6,southeast of the Loyalty Islands,2021-06-02 01:19:07 (UTC),10.0 km
5810,4.2,"53 km NW of Yonakuni, Japan",2021-06-02 00:49:47 (UTC),10.0 km
5811,3.2,"45 km NW of Aguadilla, Puerto Rico",2021-06-02 00:33:48 (UTC),10.0 km
5812,2.7,"22 km NW of Stanley, Idaho",2021-06-01 23:54:23 (UTC),10.0 km
5813,4.5,"100 km SE of Kokopo, Papua New Guinea",2021-06-01 23:33:36 (UTC),10.0 km
5814,4.3,"167 km SE of Lata, Solomon Islands",2021-06-01 23:14:01 (UTC),158.5 km
5815,4.3,"41 km ESE of ?funato, Japan",2021-06-01 23:05:22 (UTC),63.3 km
5816,3.0,"5 km ESE of La Parguera, Puerto Rico",2021-06-01 22:26:26 (UTC),7.0 km
5817,4.4,"12 km ESE of Marihatag, Philippines",2021-06-01 21:59:31 (UTC),64.8 km
5818,4.6,"108 km S of Kushiro, Japan",2021-06-01 21:54:53 (UTC),25.1 km
5846,4.9,"161 km SSW of Lorengau, Papua New Guinea",2021-06-01 21:40:45 (UTC),14.2 km
5847,2.7,"4km NW of Aguanga, CA",2021-06-01 21:29:55 (UTC),13.6 km
5848,3.2,"3km NW of Aguanga, CA",2021-06-01 21:29:46 (UTC),12.8 km
5849,2.7,"20 km SSW of Skwentna, Alaska",2021-06-01 20:50:46 (UTC),80.3 km
5850,4.2,"59 km NW of Yonakuni, Japan",2021-06-01 20:20:48 (UTC),17.9 km
5851,3.0,"14 km NE of Stanley, Idaho",2021-06-01 20:15:12 (UTC),10.0 km
5852,4.5,Kermadec Islands region,2021-06-01 20:13:15 (UTC),10.0 km
5853,4.2,"280 km ESE of Sarangani, Philippines",2021-06-01 19:37:26 (UTC),155.7 km
5854,2.9,"4 km WSW of Fuig, Puerto Rico",2021-06-01 18:04:19 (UTC),8.0 km
5855,4.4,"54 km NW of Yonakuni, Japan",2021-06-01 17:06:55 (UTC),10.0 km
5856,4.1,"71 km N of Yonakuni, Japan",2021-06-01 17:06:21 (UTC),10.0 km
5857,4.3,"144 km NW of Ternate, Indonesia",2021-06-01 17:01:10 (UTC),53.5 km
5858,4.6,South Shetland Islands,2021-06-01 16:47:47 (UTC),10.0 km
5859,4.3,"60 km NW of Yonakuni, Japan",2021-06-01 16:35:02 (UTC),10.0 km
5860,4.4,Banda Sea,2021-06-01 16:30:42 (UTC),115.6 km
5861,2.9,"6 km SSE of Maria Antonia, Puerto Rico",2021-06-01 16:17:26 (UTC),12.0 km
5862,4.7,"10 km SSW of Elassóna, Greece",2021-06-01 15:56:14 (UTC),5.2 km
5863,4.5,Kermadec Islands region,2021-06-01 15:50:02 (UTC),10.0 km
5864,2.8,"36km WNW of Petrolia, CA",2021-06-01 15:27:28 (UTC),20.4 km
5865,4.6,"214 km SE of Pondaguitan, Philippines",2021-06-01 15:02:59 (UTC),111.1 km
5866,4.6,"48 km E of Yilan, Taiwan",2021-06-01 14:16:19 (UTC),10.0 km
5867,4.3,"24 km W of Seririt, Indonesia",2021-06-01 13:53:47 (UTC),191.1 km
5868,2.5,"72 km N of Aleknagik, Alaska",2021-06-01 13:53:01 (UTC),3.9 km
5869,4.4,"101 km SSE of Tabiauan, Philippines",2021-06-01 13:51:07 (UTC),28.2 km
5870,4.6,"Kermadec Islands, New Zealand",2021-06-01 13:45:22 (UTC),10.0 km
5871,3.2,"80 km NW of Yakutat, Alaska",2021-06-01 13:43:08 (UTC),0.0 km
5872,2.9,"3 km ENE of Meadow Lakes, Alaska",2021-06-01 13:31:19 (UTC),20.4 km
5873,4.0,"120 km ENE of Petropavlovsk-Kamchatsky, Russia",2021-06-01 13:14:38 (UTC),52.4 km
5874,3.2,"76 km N of Chickaloon, Alaska",2021-06-01 13:02:21 (UTC),20.3 km
5875,5.3,"81 km SW of Atocha, Bolivia",2021-06-01 12:42:05 (UTC),228.1 km
5876,3.1,"29 km ENE of Bridgeport, California",2021-06-01 12:26:47 (UTC),9.7 km
5877,4.4,"65 km ESE of Jiufen, Taiwan",2021-06-01 11:50:02 (UTC),10.0 km
5878,4.1,Fiji region,2021-06-01 11:44:15 (UTC),629.3 km
5879,4.1,"50 km E of Yilan, Taiwan",2021-06-01 11:40:24 (UTC),10.0 km
5880,5.5,south of Panama,2021-06-01 11:20:56 (UTC),10.0 km
5881,4.4,"62 km NW of Yonakuni, Japan",2021-06-01 11:08:32 (UTC),13.2 km
5882,4.1,"7 km WNW of Ashk?sham, Afghanistan",2021-06-01 10:35:29 (UTC),181.5 km
5883,4.4,"189 km SW of Nabire, Indonesia",2021-06-01 10:26:20 (UTC),10.0 km
5884,4.3,"Bonin Islands, Japan region",2021-06-01 10:09:59 (UTC),10.0 km
5885,4.2,"240 km WSW of Tual, Indonesia",2021-06-01 08:59:42 (UTC),80.9 km
5886,4.7,"58 km E of Yonakuni, Japan",2021-06-01 08:41:50 (UTC),10.0 km
5887,4.6,"38 km NNE of Severo-Kuril’sk, Russia",2021-06-01 08:08:53 (UTC),148.0 km
5888,2.7,"5 km W of Point MacKenzie, Alaska",2021-06-01 06:35:11 (UTC),34.8 km
5889,4.3,western Indian-Antarctic Ridge,2021-06-01 06:04:47 (UTC),10.0 km
5890,4.5,"95 km SE of Petropavlovsk-Kamchatsky, Russia",2021-06-01 05:55:10 (UTC),55.8 km
5891,4.8,"77 km NE of Miyako, Japan",2021-06-01 04:43:06 (UTC),37.7 km
5919,4.9,null,2021-06-01 04:30:16 (UTC),10.0 km
5920,3.6,"37 km NW of Stanley, Idaho",2021-06-01 04:21:20 (UTC),10.0 km
5921,3.1,"54 km NW of Toyah, Texas",2021-06-01 04:02:02 (UTC),6.2 km
5922,3.1,"54 km NW of Toyah, Texas",2021-06-01 03:55:58 (UTC),6.3 km
5923,2.5,"1 km NW of La Malbaie, Canada",2021-06-01 03:08:11 (UTC),13.6 km
5924,4.8,"23 km WNW of San Agustín de Valle Fértil, Argentina",2021-06-01 02:48:44 (UTC),44.8 km
5925,4.6,"67 km NW of Yonakuni, Japan",2021-06-01 02:21:37 (UTC),10.0 km
5926,4.8,south of the Fiji Islands,2021-06-01 01:51:16 (UTC),581.0 km
5927,4.2,"116 km NE of Tual, Indonesia",2021-06-01 01:49:03 (UTC),10.0 km
5928,4.5,"36 km S of Khorugh, Tajikistan",2021-06-01 01:26:25 (UTC),10.0 km
5929,4.5,"138 km NNE of Bamboo Flat, India",2021-06-01 01:09:21 (UTC),49.6 km
5930,2.9,"75 km N of Chickaloon, Alaska",2021-06-01 00:53:37 (UTC),34.6 km
5931,2.5,"84 km SW of Kaktovik, Alaska",2021-06-01 00:34:36 (UTC),0.0 km
5932,3.4,"75 km N of Chickaloon, Alaska",2021-06-01 00:16:12 (UTC),21.5 km
5933,4.5,"52 km ENE of Pondaguitan, Philippines",2021-06-01 00:14:57 (UTC),151.0 km
5934,3.4,"3 km NNW of La Parguera, Puerto Rico",2021-05-31 23:57:10 (UTC),6.0 km
5935,3.4,"82 km SW of Adak, Alaska",2021-05-31 23:54:58 (UTC),45.3 km
5936,2.6,"4 km SW of Summit, South Carolina",2021-05-31 22:53:24 (UTC),1.7 km
5937,5.2,"off the east coast of Honshu, Japan",2021-05-31 22:04:42 (UTC),10.0 km
5938,4.4,"65 km NNW of Bukittinggi, Indonesia",2021-05-31 22:01:26 (UTC),31.6 km
5939,4.4,"44 km N of Yigo Village, Guam",2021-05-31 21:41:30 (UTC),138.0 km
5940,4.4,"53 km SSE of Mawlaik, Myanmar",2021-05-31 19:49:34 (UTC),111.5 km
5941,3.4,"72 km SSW of Unalaska, Alaska",2021-05-31 18:59:43 (UTC),52.7 km
5942,2.7,"77 km ESE of King Cove, Alaska",2021-05-31 18:40:57 (UTC),34.1 km
5943,3.4,"6 km SW of Guánica, Puerto Rico",2021-05-31 18:37:00 (UTC),5.0 km
5944,4.2,"172 km S of Mukalla, Yemen",2021-05-31 18:05:09 (UTC),10.0 km
5945,4.2,"68 km ESE of Jiufen, Taiwan",2021-05-31 17:53:57 (UTC),14.5 km
5946,3.4,"10 km NE of P?hala, Hawaii",2021-05-31 15:59:19 (UTC),32.2 km
5947,4.5,"86 km SW of Hihifo, Tonga",2021-05-31 15:55:57 (UTC),10.0 km
5948,3.1,"3 km NW of Tallaboa, Puerto Rico",2021-05-31 15:23:15 (UTC),14.0 km
5949,4.7,northern Mid-Atlantic Ridge,2021-05-31 15:19:27 (UTC),10.0 km
5950,4.4,Vanuatu region,2021-05-31 15:00:54 (UTC),627.8 km
5951,4.8,northern Mid-Atlantic Ridge,2021-05-31 14:44:41 (UTC),10.0 km
5952,4.4,"34 km E of Luganville, Vanuatu",2021-05-31 14:40:19 (UTC),103.9 km
5953,5.2,northern Mid-Atlantic Ridge,2021-05-31 14:38:56 (UTC),10.0 km
5954,2.8,"53 km SSW of Whites City, New Mexico",2021-05-31 14:36:19 (UTC),6.2 km
5955,3.2,Puerto Rico region,2021-05-31 14:28:55 (UTC),10.0 km
5956,4.4,"36 km S of Hihifo, Tonga",2021-05-31 14:25:09 (UTC),80.1 km
5957,2.9,"11km S of Malibu Beach, CA",2021-05-31 14:03:38 (UTC),13.5 km
5958,4.4,"60 km W of Corral, Chile",2021-05-31 13:25:33 (UTC),27.2 km
5959,2.7,"75 km N of Chickaloon, Alaska",2021-05-31 13:11:21 (UTC),45.0 km
5960,2.6,"74 km N of Chickaloon, Alaska",2021-05-31 13:11:11 (UTC),43.6 km
5961,4.3,South Shetland Islands,2021-05-31 12:17:05 (UTC),4.8 km
5962,4.6,"75 km N of Chickaloon, Alaska",2021-05-31 12:14:44 (UTC),44.1 km
5963,4.5,"12 km ENE of Tarata, Peru",2021-05-31 11:15:54 (UTC),17.0 km
5964,4.5,"149 km WNW of Antofagasta, Chile",2021-05-31 11:04:35 (UTC),10.0 km
5992,2.9,"12km NNE of Dixon Lane-Meadow Creek, CA",2021-05-31 10:57:41 (UTC),3.6 km
5993,4.4,"32 km E of Christchurch, New Zealand",2021-05-31 09:47:22 (UTC),10.0 km
5994,4.2,"30 km WSW of Atico, Peru",2021-05-31 09:31:25 (UTC),50.2 km
5995,3.4,"14km WSW of Toms Place, CA",2021-05-31 09:06:14 (UTC),4.9 km
5996,2.7,"75 km N of Chickaloon, Alaska",2021-05-31 09:02:56 (UTC),42.5 km
5997,2.5,"74 km N of Chickaloon, Alaska",2021-05-31 08:47:19 (UTC),44.5 km
5998,3.1,"75 km N of Chickaloon, Alaska",2021-05-31 08:43:54 (UTC),44.5 km
5999,2.9,"75 km N of Chickaloon, Alaska",2021-05-31 08:35:28 (UTC),43.1 km
6000,3.0,"74 km N of Chickaloon, Alaska",2021-05-31 08:29:36 (UTC),43.9 km
6001,2.7,"73 km N of Chickaloon, Alaska",2021-05-31 08:06:14 (UTC),46.4 km
6002,4.4,"122 km ENE of Laikit, Laikit II (Dimembe), Indonesia",2021-05-31 08:04:59 (UTC),30.8 km
6003,4.3,"11 km SE of Taipei, Taiwan",2021-05-31 07:53:44 (UTC),40.3 km
6004,2.7,"3km E of Anaheim, CA",2021-05-31 07:41:55 (UTC),5.4 km
6005,3.0,"2 km NW of Tallaboa, Puerto Rico",2021-05-31 07:34:18 (UTC),15.0 km
6006,2.8,"74 km N of Chickaloon, Alaska",2021-05-31 07:31:14 (UTC),42.0 km
6007,3.1,"69 km N of Chickaloon, Alaska",2021-05-31 07:24:36 (UTC),40.6 km
6008,3.2,"77 km N of Chickaloon, Alaska",2021-05-31 07:23:41 (UTC),42.6 km
6009,2.6,"74 km N of Chickaloon, Alaska",2021-05-31 07:13:37 (UTC),45.2 km
6010,2.5,"69 km N of Chickaloon, Alaska",2021-05-31 07:10:03 (UTC),43.8 km
6011,3.0,"77 km N of Chickaloon, Alaska",2021-05-31 07:08:31 (UTC),44.2 km
6012,2.9,"74 km N of Chickaloon, Alaska",2021-05-31 07:06:24 (UTC),45.3 km
6013,2.8,"7 km SSE of Maria Antonia, Puerto Rico",2021-05-31 07:05:30 (UTC),15.0 km
6014,3.4,"76 km N of Chickaloon, Alaska",2021-05-31 07:04:08 (UTC),49.9 km
6015,3.8,"73 km N of Chickaloon, Alaska",2021-05-31 07:03:51 (UTC),42.0 km
6016,6.1,"73 km N of Chickaloon, Alaska",2021-05-31 06:59:55 (UTC),44.0 km
6017,3.0,"47 km WNW of Valdez, Alaska",2021-05-31 06:52:44 (UTC),14.9 km
6018,3.1,"5 km WSW of Guánica, Puerto Rico",2021-05-31 06:42:25 (UTC),11.0 km
6019,4.4,"10 km S of Káto Pýrgos, Cyprus",2021-05-31 06:23:38 (UTC),52.0 km
6020,4.3,"63 km ESE of Jiufen, Taiwan",2021-05-31 06:03:38 (UTC),10.0 km
6021,4.5,null,2021-05-31 05:49:48 (UTC),10.0 km
6022,4.7,"27 km ESE of Pondaguitan, Philippines",2021-05-31 05:45:18 (UTC),162.1 km
6023,4.9,Pacific-Antarctic Ridge,2021-05-31 05:42:41 (UTC),10.0 km
6024,2.9,"3 km E of Magas Arriba, Puerto Rico",2021-05-31 05:36:56 (UTC),14.0 km
6025,4.2,"2 km E of Magas Arriba, Puerto Rico",2021-05-31 05:18:39 (UTC),15.0 km
6026,4.2,"76 km SW of Brisas Barra de Suchiate, Mexico",2021-05-31 04:52:45 (UTC),13.7 km
6027,4.2,"Assam, India",2021-05-31 04:20:49 (UTC),34.1 km
6028,4.3,northern Mid-Atlantic Ridge,2021-05-31 04:16:56 (UTC),10.0 km
6029,4.4,northern Mid-Atlantic Ridge,2021-05-31 04:15:20 (UTC),10.0 km
6030,5.0,"80 km WNW of Te Anau, New Zealand",2021-05-31 04:08:59 (UTC),10.0 km
6031,4.4,"211 km ENE of Petropavlovsk-Kamchatsky, Russia",2021-05-31 03:25:51 (UTC),10.0 km
6032,4.0,"68 km SSE of Dampit, Indonesia",2021-05-31 03:24:30 (UTC),83.4 km
6033,2.5,"4 km NW of Tanaina, Alaska",2021-05-31 03:09:24 (UTC),28.5 km
6034,4.4,"121 km WSW of Ternate, Indonesia",2021-05-31 03:01:26 (UTC),37.2 km
6035,4.8,"293 km SW of Severo-Kuril’sk, Russia",2021-05-31 02:55:44 (UTC),160.3 km
6036,4.8,"134 km WSW of Ternate, Indonesia",2021-05-31 02:54:10 (UTC),44.3 km
6037,4.5,"128 km WSW of Ternate, Indonesia",2021-05-31 02:51:12 (UTC),24.8 km
6065,4.5,"20 km WSW of Calongbuyan, Philippines",2021-05-31 02:48:07 (UTC),10.0 km
6066,4.6,"228 km N of Tobelo, Indonesia",2021-05-31 02:43:09 (UTC),102.3 km
6067,4.1,"8 km NNE of Jordán, Colombia",2021-05-31 02:36:21 (UTC),147.3 km
6068,3.2,"26 km WNW of Stanley, Idaho",2021-05-31 02:27:52 (UTC),10.0 km
6069,4.2,"78 km SW of Brisas Barra de Suchiate, Mexico",2021-05-31 01:36:31 (UTC),10.0 km
6070,3.3,"28 km ESE of Susitna North, Alaska",2021-05-31 01:17:32 (UTC),38.6 km
6071,5.2,"101 km NNW of Nuku‘alofa, Tonga",2021-05-31 00:48:42 (UTC),137.4 km
6072,2.8,"253 km ESE of Chiniak, Alaska",2021-05-31 00:44:06 (UTC),10.0 km
6073,4.2,"195 km ENE of Levuka, Fiji",2021-05-31 00:36:02 (UTC),554.2 km
6074,4.5,"136 km WSW of Gorontalo, Indonesia",2021-05-31 00:15:56 (UTC),225.3 km
6075,4.5,"Southern Qinghai, China",2021-05-31 00:12:12 (UTC),12.4 km
6076,4.4,"56 km SE of Calana, Peru",2021-05-31 00:01:12 (UTC),130.2 km
6077,4.4,"265 km NE of Lospalos, Timor Leste",2021-05-30 21:35:26 (UTC),242.0 km
6078,4.7,"23 km SE of Achanizo, Peru",2021-05-30 20:51:08 (UTC),58.0 km
6079,5.9,Pacific-Antarctic Ridge,2021-05-30 20:47:51 (UTC),10.0 km
6080,4.9,"Izu Islands, Japan region",2021-05-30 19:48:46 (UTC),91.3 km
6081,4.4,"101 km SE of Kuril’sk, Russia",2021-05-30 19:19:49 (UTC),10.0 km
6082,3.1,"160 km SSE of Akhiok, Alaska",2021-05-30 18:20:18 (UTC),3.6 km
6083,4.6,southern East Pacific Rise,2021-05-30 18:08:58 (UTC),10.0 km
6084,4.2,"45 km E of Atka, Alaska",2021-05-30 18:07:24 (UTC),147.6 km
6085,4.5,"181 km W of Lata, Solomon Islands",2021-05-30 17:50:34 (UTC),52.2 km
6086,5.3,southern East Pacific Rise,2021-05-30 17:14:28 (UTC),10.0 km
6087,5.1,southern East Pacific Rise,2021-05-30 16:59:55 (UTC),10.0 km
6088,4.8,Banda Sea,2021-05-30 16:36:02 (UTC),137.5 km
6089,4.4,"71 km NNW of Yonakuni, Japan",2021-05-30 16:26:31 (UTC),10.0 km
6090,2.6,"40 km SSE of Dell City, Texas",2021-05-30 16:06:22 (UTC),9.5 km
